Company Name,Ticker,Market Cap (mil),Month of Fiscal Yr End,Sector,Industry,Exchange,Last Close,Last Yr`s EPS (F0) Before NRI,Last Reported Fiscal Yr  (yyyymm),F1 Consensus Est.,F2 Consensus Est.
"Fortescue Ltd. Sponsored ADR","FSUGY","35589","6","Basic Materials","Mining - Miscellaneous","OTC","23.14","3.11","202406","3.13","2.77"
"FirstService","FSV","7827.72","12","Finance","Real Estate - Operations","NSDQ","174.06","4.66","202312","4.76","5.47"
"FTAI Aviation Ltd.","FTAI","11682.76","12","Aerospace","Aerospace - Defense Equipment","NSDQ","114.3","2.11","202312",".31","4.67"
"Frontdoor","FTDR","3616.55","12","Construction","Building Products - Miscellaneous","NSDQ","47.26","2.3","202312","2.73","2.9"
"TechnipFMC","FTI","11094.85","12","Oils-Energy","Oil and Gas - Field Services","NYSE","25.9",".45","202312","1.24","1.83"
"Fortinet","FTNT","57804.09","12","Computer and Technology","Internet - Software","NSDQ","75.57","1.63","202312","1.97","2.13"
"Fortis","FTS","21590.7","12","Utilities","Utility - Electric Power","NYSE","43.6","2.28","202312","2.32","2.41"
"Fortive","FTV","24667.56","12","Computer and Technology","Electronics - Testing Equipment","NYSE","70.41","3.43","202312","3.82","4.15"
"Subaru Corporation","FUJHY","13971.3","3","Auto-Tires-Trucks","Automotive - Foreign","OTC","9.266","1.76","202403","1.55","1.54"
"Fujifilm","FUJIY","31146.69","3","Computer and Technology","Semiconductor Equipment - Photomasks","OTC","12.52",".7","202403",".66",".72"
"H. B. Fuller","FUL","4363.91","11","Basic Materials","Chemical - Specialty","NYSE","80.04","3.87","202311","4.4","5.07"
"Fulton Financial","FULT","3270.66","12","Finance","Banks - Northeast","NSDQ","17.98","1.71","202312","1.73","1.87"
"Six Flags Entertainment Corporation","FUN","4418.18","12","Consumer Discretionary","Leisure and Recreation Services","NYSE","44.06","2.85","202312","1.98","3.81"
"Fuchs Petrolub","FUPBY","5876.92","12","Oils-Energy","Oil and Gas - Integrated - International","OTC","10.57",".49","202312",".59",".65"
"Liberty Media Corporation - Liberty Formula One Series A","FWONA","16983.49","12","Consumer Discretionary","Media Conglomerates","NSDQ","72.26",".62","202312","1.14","1.42"
"Liberty Media Corporation - Liberty Formula One Series B","FWONB","15982.25","12","Consumer Discretionary","Media Conglomerates","OTC","68",".62","202312","",""
"Liberty Media Corporation - Liberty Formula One Series C","FWONK","16749.12","12","Consumer Discretionary","Media Conglomerates","NSDQ","79.83",".62","202312",".98","1.3"
"","FXI","4075.5","12","Finance","Financial - Investment Funds","NYSE","26","","202312","",""
"Frontier Communications Parent","FYBR","7265.24","12","Computer and Technology","Communication - Network Software","NSDQ","29.18",".12","202312","-.79","-.83"
"Genpact","G","6904.38","12","Business Services","Outsourcing","NYSE","38.75","2.98","202312","3.15","3.4"
"GATX","GATX","4930.6","12","Transportation","Transportation - Equipment and Leasing","NYSE","138.5","7.07","202312","7.5",""
"Glacier Bancorp","GBCI","4906.59","12","Finance","Banks - West","NYSE","43.27","2.01","202312","1.62","2.23"
"Grupo Financiero Banorte","GBOOY","22144.95","12","Finance","Financial - Miscellaneous Services","OTC","38.4","3","202312","5.18","5.57"
"Global Business Travel Group, Inc.","GBTG","3275.03","12","Transportation","Transportation - Services","NYSE","6.92","-.3","202312","-.08","-.11"
"General Dynamics","GD","81279.2","12","Aerospace","Aerospace - Defense","NYSE","295.8","12.02","202312","14.52","16.38"
"GoDaddy","GDDY","22977.14","12","Computer and Technology","Internet - Delivery Services","NYSE","162.99","2.66","202312","6.49","6.63"
"GE Aerospace","GE","184322.03","12","Transportation","Transportation - Airline","NYSE","169.99","2.81","202312","4.2","5.12"
"Gecina","GECFF","8152.85","12","Finance","Real Estate - Operations","OTC","110.56","6.5","202312","6.92","7.4"
"Greif Bros.","GEF.B","3015.96","10","Industrial Products","Containers - Paper and Packaging","NYSE","63.98","6.14","202310","",""
"GE HealthCare Technologies Inc.","GEHC","38332.23","12","Medical","Medical Info Systems","NSDQ","83.94","3.93","202312","4.26","4.73"
"Geely Automobile","GELYY","10093.57","12","Auto-Tires-Trucks","Automotive - Foreign","OTC","20.06","1.49","202312","2.18","2.84"
"GEN DIGITAL INC","GEN","15578.94","3","Business Services","Technology Services","NSDQ","25.31","1.96","202403","2.2","2.42"
"GE Vernova Inc.","GEV","50563.57","12","Oils-Energy","Alternative Energy - Other","NYSE","184","","202312","3.56","5.7"
"Griffon","GFF","3120.33","9","Conglomerates","Diversified Operations","NYSE","63.34","4.54","202309","4.82","5.78"
"Gold Fields Limited","GFI","15394.42","12","Basic Materials","Mining - Gold","NYSE","17.2",".93","202312","1.15","2.56"
"GFL Environmental","GFL","15800.5","12","Business Services","Waste Removal Services","NYSE","41.97",".72","202312",".62","1.07"
"GlobalFoundries","GFS","25182.57","12","Computer and Technology","Electronics - Semiconductors","NSDQ","45.64","2.24","202312","1.41","1.98"
"Gerdau","GGB","6810.39","12","Basic Materials","Steel - Producers","NYSE","3.23",".71","202312",".49",".54"
"Graco","GGG","13561.81","12","Industrial Products","Manufacturing - General Industrial ","NYSE","80.28","3.04","202312","2.98","3.15"
"Guardant Health","GH","3405.25","12","Medical","Medical - Biomedical and Genetics","NSDQ","27.68","-4.28","202312","-2.03","-2.18"
"Graham Holdings","GHC","3281.6","12","Consumer Discretionary","Schools","NYSE","745.85","42.78","202312","",""
"CGI Group","GIB","25218.09","9","Computer and Technology","Computer - Services","NYSE","109.28","5.24","202309","5.52","6.04"
"Gildan Activewear","GIL","6916.08","12","Consumer Discretionary","Textile - Apparel","NYSE","42.61","2.57","202312","2.92","3.29"
"Gilead Sciences","GILD","93063.16","12","Medical","Medical - Biomedical and Genetics","NSDQ","74.75","6.72","202312","3.78","7.24"
"General Mills","GIS","38935.55","5","Consumer Staples","Food - Miscellaneous","NYSE","69.95","4.52","202405","4.49","4.74"
"Glaukos","GKOS","6851.77","12","Medical","Medical - Instruments","NYSE","124.69","-2.27","202312","-2.18","-1.37"
"Globe Life","GL","8736.78","12","Finance","Financial - Miscellaneous Services","NYSE","97.27","10.65","202312","11.92","13.14"
"Glanbia","GLAPY","4970.32","12","Consumer Staples","Food - Dairy Products","OTC","94.75","6.47","202312","",""
"Globale Online","GLBE","5584.62","12","Retail-Wholesale","Internet - Commerce","NSDQ","34","-.81","202312","-.52","-.05"
"","GLD","69435.8","9","Finance","Financial - Investment Funds","NYSE","232.46","","202309","",""
"Glencore","GLNCY","64602.77","12","Basic Materials","Mining - Miscellaneous","OTC","10.59",".88","202312",".78","1.22"
"Golar LNG Limited","GLNG","3410.29","12","Transportation","Transportation - Shipping","NSDQ","32.61","2.27","202312","1.56","1.87"
"Globant","GLOB","8676.72","12","Computer and Technology","Internet - Software and Services","NYSE","201.38","5.74","202312","6.36","7.41"
"Galp Energia","GLPEY","16468.67","12","Oils-Energy","Oil and Gas - Refining and Marketing","OTC","10.6513",".84","202312",".7",".69"
"Gaming and Leisure Properties","GLPI","13626.28","12","Finance","REIT and Equity Trust - Other","NSDQ","49.66","3.69","202312","3.74","3.85"
"Corning","GLW","34852.7","12","Computer and Technology","Communication - Components","NYSE","40.73","1.7","202312","1.9","2.28"
"General Motors","GM","51677.94","12","Auto-Tires-Trucks","Automotive - Domestic","NYSE","45.98","7.68","202312","9.94","10.02"
"Genmab","GMAB","17982.63","12","Medical","Medical - Biomedical and Genetics","NSDQ","27.19","1.18","202312","1.15","1.48"
"Grupo Mexico, S.A.B. de C.V.","GMBXF","42895.35","12","Conglomerates","Diversified Operations","OTC","5.51","","202312","",""
"GameStop","GME","7825.13","1","Consumer Discretionary","Gaming","NYSE","22.28",".06","202401",".08",".02"
"Globus Medical","GMED","9362.04","12","Medical","Medical - Instruments","NYSE","69.14","2.32","202312","2.84","3.34"
"GMS","GMS","3611.84","4","Retail-Wholesale","Building Products - Retail","NYSE","91.09","8.25","202404","8.47","9.05"
"GN Store Nord","GNNDY","4208.45","12","Medical","Medical - Products","OTC","83.66","2.97","202312","3.66","5.5"
"Generac Holdings","GNRC","9146.83","12","Computer and Technology","Electronics - Power Generation","NYSE","152.06","5.4","202312","6.44","8.13"
"Gentex","GNTX","6961.77","12","Auto-Tires-Trucks","Automotive - Original Equipment","NSDQ","30.24","1.84","202312","1.96","2.32"
"Barrick Gold","GOLD","35773.31","12","Basic Materials","Mining - Gold","NYSE","20.41",".84","202312","1.21","1.58"
"Acushnet","GOLF","4063.01","12","Consumer Discretionary","Leisure and Recreation Products","NYSE","65.73","2.94","202312","3.02","3.44"
"Alphabet","GOOG","2079897.63","12","Computer and Technology","Internet - Services","NSDQ","168.96","5.8","202312","7.63","8.64"
"Alphabet","GOOGL","2057985.75","12","Computer and Technology","Internet - Services","NSDQ","167.18","5.8","202312","7.63","8.64"
"Genuine Parts","GPC","19439","12","Retail-Wholesale","Automotive - Retail and Wholesale - Parts","NYSE","139.53","9.33","202312","9.36","10.16"
"Group 1 Automotive","GPI","4762.62","12","Retail-Wholesale","Automotive - Retail and Whole Sales","NYSE","355.29","44.27","202312","39.26","40.31"
"Graphic Packaging Holding Company","GPK","8472.23","12","Industrial Products","Containers - Paper and Packaging","NYSE","28.23","2.91","202312","2.72","2.9"
"Global Payments","GPN","27644.58","12","Business Services","Financial Transaction Services","NYSE","108.65","10.42","202312","11.63","13.16"
"The Gap","GPS","8821.57","1","Retail-Wholesale","Retail - Apparel and Shoes","NYSE","23.52","1.43","202401","1.78","1.94"
"Grab ","GRAB","12671.29","12","Business Services","Technology Services","NSDQ","3.23","-.11","202312","-.01",".07"
"Green Brick Partners","GRBK","3244.71","12","Finance","Real Estate - Development","NYSE","72.92","6.14","202312","8.35","8.59"
"Garmin","GRMN","33921.89","12","Computer and Technology","Electronics - Miscellaneous Products","NYSE","176.48","5.59","202312","6.05","6.61"
"Granite Real Estate","GRP.U","3356.59","12","Finance","REIT and Equity Trust - Other","NYSE","53.5","3.68","202312","3.89","4.19"
"The Goldman Sachs Group","GS","157059.75","12","Finance","Financial - Investment Bank","NYSE","497.34","22.87","202312","35.49","41.35"
"Goosehead Insurance","GSHD","3042.94","12","Finance","Insurance - Multi line","NSDQ","82.34","1.33","202312","1.52","2.01"
"GSK PLC Sponsored ADR","GSK","86217.2","12","Medical","Medical - Biomedical and Genetics","NYSE","41.6","3.86","202312","4.13","4.5"
"Gates Industrial","GTES","4596.54","12","Construction","Engineering - R and D Services","NYSE","17.57","1.36","202312","1.3","1.5"
"Gitlab","GTLB","7392.03","1","Computer and Technology","Internet - Software","NSDQ","46.52",".2","202401",".36",".49"
"Chart Industries","GTLS","4986.04","12","Industrial Products","Manufacturing - General Industrial ","NYSE","116.48","6.09","202312","10.57","13.92"
"Granite Construction","GVA","3070.75","12","Construction","Building Products - Heavy Construction","NYSE","70.29","3.14","202312","5.24","5.67"
"Givaudan","GVDNY","44986.03","12","Basic Materials","Chemical - Specialty","OTC","97.44","2.16","202312","2.84","2.86"
"Guidewire Software","GWRE","12144.89","7","Computer and Technology","Business - Software Services","NYSE","146.92",".35","202407","1.91","2.38"
"W.W. Grainger","GWW","46989.86","12","Industrial Products","Industrial Services","NYSE","962.4","36.67","202312","38.71","42.32"
"GXO Logistics","GXO","5740.36","12","Transportation","Transportation - Air Freight and Cargo","NYSE","48.05","2.59","202312","2.79","3.36"
"Hyatt Hotels","H","14350.74","12","Consumer Discretionary","Hotels and Motels","NYSE","143.05","2.56","202312","3.81","3.84"
"Haemonetics","HAE","3790.74","3","Medical","Medical - Products","NYSE","74.07","3.96","202403","4.58","5.14"
"Hafnia Limited","HAFN","3836.63","12","Transportation","Transportation - Shipping","NYSE","7.57","","202312","1.54","1.2"
"Halliburton","HAL","27438.31","12","Oils-Energy","Oil and Gas - Field Services","NYSE","31.08","3.13","202312","3.14","3.51"
"Halozyme Therapeutics","HALO","7718.51","12","Medical","Medical - Biomedical and Genetics","NSDQ","60.93","2.77","202312","3.9","4.76"
"Hasbro","HAS","9184.14","12","Consumer Discretionary","Toys - Games - Hobbies","NSDQ","65.88","2.51","202312","3.92","4.41"
"HA Sustainable Infrastructure Capital, Inc.","HASI","3597.25","12","Finance","Financial - Miscellaneous Services","NYSE","30.89","2.23","202312","2.55","2.79"
"Hayward Holdings","HAYW","3050.52","12","Computer and Technology","Electronics - Miscellaneous Products","NYSE","14.18",".56","202312",".61",".74"
"Huntington Bancshares","HBAN","20188.82","12","Finance","Banks - Midwest","NSDQ","13.9","1.36","202312","1.19","1.37"
"HudBay Minerals","HBM","3113.4","12","Basic Materials","Mining - Miscellaneous","NYSE","7.91",".23","202312",".58",".88"
"HCA Healthcare","HCA","96857.57","12","Medical","Medical - Hospital","NYSE","375.31","19.01","202312","22.2","24.55"
"Warrior Met Coal","HCC","3046.58","12","Oils-Energy","Coal","NYSE","58.24","9.59","202312","6.87","7.6"
"HUTCHMED (China) Limited Sponsored ADR","HCM","3131.67","12","Medical","Medical - Biomedical and Genetics","NSDQ","17.97",".58","202312","-.33",".39"
"Holcim Ltd Unsponsored ADR","HCMLY","53684.85","12","Construction","Building Products - Miscellaneous","OTC","18.54","1.21","202312","1.34","1.45"
"HashiCorp","HCP","6803.31","1","Computer and Technology","Internet - Software","NSDQ","33.84","-.08","202401",".09",".3"
"Home Depot","HD","364190.13","1","Retail-Wholesale","Building Products - Retail","NYSE","367.27","15.11","202401","15","15.61"
"HDFC Bank Limited","HDB","152166.13","3","Finance","Banks - Foreign","NYSE","60.09","3.26","202403","2.98","3.43"
"Heidelberg Materials AG Unsponsored ADR","HDELY","18343.36","12","Construction","Building Products - Miscellaneous","OTC","20.15","2.38","202312","2.46","2.74"
"Hengan International Group Co.","HEGIY","3537.49","12","Consumer Discretionary","Consumer Products - Discretionary","OTC","15.53","1.71","202312","1.86","1.95"
"Heico","HEI","33255.62","10","Aerospace","Aerospace - Defense Equipment","NYSE","240.12","3.06","202310","3.57","4.19"
"Heico","HEI.A","25995.67","10","Aerospace","Aerospace - Defense Equipment","NYSE","187.7","3.06","202310","",""
"Henkel AG & Co.","HENKY","34695.09","12","Consumer Staples","Soap and Cleaning Materials","OTC","19.805","1.17","202312","1.25","1.41"
"Hess","HES","41909.79","12","Oils-Energy","Oil and Gas - Integrated - United States","NYSE","136.02","5.05","202312","11.12","12.48"
"Hess Midstream Partners","HESM","8022.46","12","Oils-Energy","Energy and Pipeline - Master Limited Partnerships","NYSE","36.33","2.08","202312","2.31","2.49"
"Power Assets","HGKGY","14384.96","12","Utilities","Utility - Electric Power","OTC","6.75",".36","202312","",""
"Hagerty","HGTY","3817.46","12","Retail-Wholesale","Automotive - Retail and Wholesale - Parts","NYSE","11.2",".04","202312",".26",".32"
"Hilton Grand Vacations","HGV","3699.62","12","Consumer Discretionary","Hotels and Motels","NYSE","36.45","3.63","202312","3.37","3.72"
"HOWARD HUGH HLD","HHH","3626.57","12","Finance","Real Estate - Development","NYSE","72.19","-.42","202312","3.04",".6"
"The Hartford Financial Services Group","HIG","32486.51","12","Finance","Insurance - Multi line","NYSE","110.87","8.88","202312","10.09","11.51"
"Huntington Ingalls Industries","HII","10793.21","12","Aerospace","Aerospace - Defense","NYSE","275.23","17.07","202312","16.54","18.97"
"Hims & Hers Health","HIMS","3550.41","12","Medical","Medical Info Systems","NYSE","16.53","-.11","202312",".22",".38"
"Highwoods Properties","HIW","3289.49","12","Finance","REIT and Equity Trust - Other","NYSE","31.03","3.83","202312","3.58","3.54"
"Hikma Pharmaceuticals","HKMPF","5690.72","12","Medical","Medical - Drugs","OTC","25.84","2.21","202312","2.19","2.33"
"Hecla Mining","HL","3784.59","12","Basic Materials","Mining - Silver","NYSE","6.01","-.01","202312",".04",".09"
"Henderson Land Development Co.","HLDCY","13473.58","12","Finance","Real Estate - Operations","OTC","2.783",".25","202312",".3",".27"
"Houlihan Lokey","HLI","10523.21","3","Finance","Financial - Miscellaneous Services","NYSE","151.34","4.49","202403","5.64","6.85"
"Halma","HLMAF","12608.02","3","Industrial Products","Security and Safety Services","OTC","33.21","1.03","202403","1.13","1.22"
